vendor_id,specialty_category,specialty_value
recYzh4ZccN5fqt7Z,tutoring,Math
recYzh4ZccN5fqt7Z,tutoring,English/Language Arts
recZ7qCLCexki5asi,tutoring,Math
recZ7qCLCexki5asi,tutoring,Science
recZHNvHrTRDEPnMe,therapy,Occupational
recZHNvHrTRDEPnMe,therapy,Speech
recZMoOmrwoat295f,therapy,Speech
recZiScpVaomrIDZt,classes,Math
recZqmUcPVrt7wLSc,tutoring,English/Language Arts
recaBp7KA5E9jbSpE,therapy,Speech
recaEt7hxilCTgOns,therapy,Dyslexia/Dsygraphia
recaFysJHeIPYZays,therapy,Behavioral
recaKpxxffRbaFfXp,enrichment,Sports & PE
recaKpxxffRbaFfXp,enrichment,Fitness
recaKpxxffRbaFfXp,enrichment,Neurodivergent-Focused
recaKpxxffRbaFfXp,therapy,Occupational
recaOnRYbIIRGNjdn,enrichment,Kits & Subscriptions
recaOnRYbIIRGNjdn,enrichment,Science & STEM
recaOnRYbIIRGNjdn,supplies,Science Supplies
recalPCog8xmdH0To,therapy,Occupational
recalPCog8xmdH0To,therapy,Behavioral
recalPCog8xmdH0To,therapy,Speech
recaojGdzEwbbkYTI,therapy,Speech
recaovvBPorf5Z0qC,enrichment,Neurodivergent-Focused
recaovvBPorf5Z0qC,therapy,Occupational
recaovvBPorf5Z0qC,therapy,Behavioral
recaqrJPF5eCsPRaG,tutoring,Social Studies/Humanities
recaqrJPF5eCsPRaG,tutoring,Science
recaqrJPF5eCsPRaG,tutoring,English/Language Arts
recaqrJPF5eCsPRaG,tutoring,Math
recaqrJPF5eCsPRaG,tutoring,Foreign Language
recaqvPg6I9cA8eZF,enrichment,Neurodivergent-Focused
recas5lYY8WrRIyS2,tutoring,Neurodivergent-Focused
recb7RgynQncXqOoc,therapy,Occupational
recbDsRPIm7ViemFW,curriculum,English/Language Arts
recbSGfTgkA2oDgUg,tutoring,Social Studies/Humanities
recbSGfTgkA2oDgUg,tutoring,Science
recbSGfTgkA2oDgUg,tutoring,English/Language Arts
recbSGfTgkA2oDgUg,tutoring,Math
recbSGfTgkA2oDgUg,tutoring,Foreign Language
recbWTIIWOrA4WTID,tutoring,English/Language Arts
recbxivyXSMPvcRzX,curriculum,English/Language Arts
recbxivyXSMPvcRzX,classes,Math
recbxivyXSMPvcRzX,classes,Foreign Language
recbxivyXSMPvcRzX,classes,English/Language Arts
recbxivyXSMPvcRzX,classes,Science
recbyRvEkrZPLoERc,therapy,Speech
reccNOPaHYvFun3P4,therapy,Occupational
reccNOPaHYvFun3P4,therapy,Dyslexia/Dsygraphia
reccNOPaHYvFun3P4,therapy,Speech
reccNOPaHYvFun3P4,tutoring,Neurodivergent-Focused
reccaPxNT2D3m85CI,therapy,Behavioral
recd504EGjjugDMHZ,enrichment,Coding
recd504EGjjugDMHZ,curriculum,English/Language Arts
recd504EGjjugDMHZ,classes,Foreign Language
recd504EGjjugDMHZ,classes,Science
recd504EGjjugDMHZ,classes,Math
recd504EGjjugDMHZ,classes,English/Language Arts
recd504EGjjugDMHZ,classes,Social Studies
recd504EGjjugDMHZ,tutoring,English/Language Arts
recd504EGjjugDMHZ,tutoring,Foreign Language
recd504EGjjugDMHZ,tutoring,Social Studies/Humanities
recd504EGjjugDMHZ,tutoring,Science
recd504EGjjugDMHZ,tutoring,Math
recdCamVct5QzGcNC,therapy,Behavioral
receFxOcjRUIsRorb,enrichment,Theater
receFxOcjRUIsRorb,enrichment,Music
receFxOcjRUIsRorb,enrichment,Art
receLD3JUi0d7CmPo,therapy,Physical
receLD3JUi0d7CmPo,therapy,Dyslexia/Dsygraphia
receLD3JUi0d7CmPo,therapy,Speech
receLD3JUi0d7CmPo,therapy,Behavioral
receLD3JUi0d7CmPo,therapy,Occupational
recei16gKbKk1zgVt,tutoring,Social Studies/Humanities
recei16gKbKk1zgVt,tutoring,Science
recei16gKbKk1zgVt,tutoring,English/Language Arts
recei16gKbKk1zgVt,tutoring,Math
recei16gKbKk1zgVt,tutoring,Foreign Language
recewTHXrJoDMc3xt,therapy,Dyslexia/Dsygraphia
recewd6m7kaSaIuBW,tutoring,Math
recfZOxFT4C78ltHS,therapy,Speech
recfk9kYrE0myFXB0,therapy,Dyslexia/Dsygraphia
recfx3BcuwQDFXPlT,tutoring,Math
recfx3BcuwQDFXPlT,tutoring,English/Language Arts
recg3p95P9sMYDzWj,therapy,Speech
recgJAbVDz4XBhbO0,tutoring,Neurodivergent-Focused
recgJAbVDz4XBhbO0,tutoring,English/Language Arts
recgKGhfgmoYEKwi5,curriculum,Self-Paced Courses
recgU8O3I3qGiKbUA,tutoring,Math
recgU8O3I3qGiKbUA,tutoring,English/Language Arts
recgUeQiM1OEiMYLI,curriculum,Self-Paced Courses
recgdi6FIMLW2W05k,tutoring,Math
recgdi6FIMLW2W05k,tutoring,English/Language Arts
recgkY3djbXcmOqhF,therapy,Speech
rech0By7kHjbDSXfl,tutoring,English/Language Arts
rech0By7kHjbDSXfl,tutoring,Math
rechOXqfNCEpNK3EO,therapy,Occupational
rechOXqfNCEpNK3EO,therapy,Speech
reche7NjUvommDEba,therapy,Behavioral
reci8wsGdohESN5jF,therapy,Behavioral
reciFt4cDbTLe1HNh,tutoring,Neurodivergent-Focused
reciFt4cDbTLe1HNh,tutoring,Social Studies/Humanities
reciFt4cDbTLe1HNh,tutoring,Science
reciFt4cDbTLe1HNh,tutoring,English/Language Arts
reciFt4cDbTLe1HNh,tutoring,Math
reciFt4cDbTLe1HNh,tutoring,Foreign Language
reciGARTByuO2gb0J,tutoring,Math
reciGARTByuO2gb0J,tutoring,English/Language Arts
reciMFaWHnnVCHqQy,therapy,Dyslexia/Dsygraphia
reciaFlwbOXcg4hHK,enrichment,Kits & Subscriptions
reciaFlwbOXcg4hHK,enrichment,Art
reciaFlwbOXcg4hHK,curriculum,Books & Workbooks
reciaFlwbOXcg4hHK,curriculum,Arts
recih2zea01uCBk4O,therapy,Occupational
recih2zea01uCBk4O,therapy,Speech
reciycq4wR67ZGEt4,curriculum,Books & Workbooks
reciycq4wR67ZGEt4,curriculum,English/Language Arts
reciydPXMzPDy6kB2,therapy,Autism Support
reciydPXMzPDy6kB2,curriculum,Neurodivergent-Focused
recjJYal4kYtf0vgu,therapy,Behavioral
recjJYal4kYtf0vgu,therapy,Autism Support
recjJYal4kYtf0vgu,therapy,ADHD/Executive Function
recjPdA1ywlIkR4NS,therapy,Occupational
recjPdA1ywlIkR4NS,therapy,Physical
recjXaBOiVfjdfkjO,curriculum,Social Studies
recjYBUITx0Cqk6KF,therapy,Behavioral
recjbIMU7MO98PwBV,therapy,Dyslexia/Dsygraphia
recjfk7Xc7CzIpvbj,tutoring,Math
recjfk7Xc7CzIpvbj,tutoring,English/Language Arts
reckR8KrJH4FkCRfW,curriculum,English/Language Arts
reckeCDccUNLKJvCn,therapy,Speech
recktsKUDlH6VtQum,tutoring,Math
recktsKUDlH6VtQum,tutoring,English/Language Arts
reckxiEDnL9SuBGcO,therapy,Occupational
reckxiEDnL9SuBGcO,therapy,Behavioral
reckxiEDnL9SuBGcO,therapy,Speech
reckzelgnF8z8Zgl3,enrichment,Science & STEM
reckzelgnF8z8Zgl3,enrichment,Kits & Subscriptions
reckzelgnF8z8Zgl3,supplies,Science Supplies
recldw9zA02iUHFbT,therapy,Occupational
recldw9zA02iUHFbT,therapy,Speech
reclhVTaSlkbFRqyF,therapy,Occupational
reclhVTaSlkbFRqyF,therapy,Physical
reclsIZeB157l9O1K,tutoring,Math
reclsIZeB157l9O1K,tutoring,English/Language Arts
recm1o0SiL2cy0hUQ,tutoring,Math
recm1o0SiL2cy0hUQ,tutoring,English/Language Arts
recmEdM6LxRmmhaaW,therapy,Dyslexia/Dsygraphia
recmIsr4d713Texju,tutoring,Math
recmPfpi8CsHWXNBf,tutoring,Math
recmyBoLRJbeQiChg,tutoring,Math
recmyT5Ug8G2EZuvV,enrichment,Neurodivergent-Focused
recnBLE3319RFTuol,therapy,Physical
recnSZ9JSWMcQIsva,tutoring,Math
recnSZ9JSWMcQIsva,tutoring,English/Language Arts
recnSZ9JSWMcQIsva,tutoring,Social Studies/Humanities
recnSZ9JSWMcQIsva,tutoring,Neurodivergent-Focused
recnTjCpad9R9E9MG,enrichment,Outdoor & Adventure
recnWx9pC9lYmS6Xi,curriculum,Neurodivergent-Focused
recnWx9pC9lYmS6Xi,curriculum,English/Language Arts
recnWx9pC9lYmS6Xi,tutoring,Neurodivergent-Focused
recnWx9pC9lYmS6Xi,tutoring,Social Studies/Humanities
recnWx9pC9lYmS6Xi,tutoring,Science
recnWx9pC9lYmS6Xi,tutoring,English/Language Arts
recnWx9pC9lYmS6Xi,tutoring,Math
recnWx9pC9lYmS6Xi,tutoring,Foreign Language
recnbSmLLwflresFY,tutoring,Social Studies/Humanities
recnbSmLLwflresFY,tutoring,English/Language Arts
recnbSmLLwflresFY,tutoring,Math
recnbSmLLwflresFY,tutoring,Foreign Language
recnhB1mRCdv2h7n1,tutoring,Math
recnhB1mRCdv2h7n1,tutoring,English/Language Arts
recnmLgdH8GtwNL38,tutoring,Social Studies/Humanities
recnmLgdH8GtwNL38,tutoring,Science
recnmLgdH8GtwNL38,tutoring,English/Language Arts
recnmLgdH8GtwNL38,tutoring,Math
recnmLgdH8GtwNL38,tutoring,Foreign Language
recnqdn39SDvB9h1q,enrichment,Swim
recnqdn39SDvB9h1q,enrichment,Sports & PE
recnqdn39SDvB9h1q,enrichment,Coding
recnqdn39SDvB9h1q,enrichment,Neurodivergent-Focused
recnqdn39SDvB9h1q,enrichment,Fitness
recnqdn39SDvB9h1q,therapy,Physical
recnqdn39SDvB9h1q,therapy,Occupational
recnwsBdEy3Za75vf,tutoring,Neurodivergent-Focused
recnwsBdEy3Za75vf,tutoring,Science
recnwsBdEy3Za75vf,tutoring,Math
reco661HuRIRR2RYh,tutoring,Social Studies/Humanities
reco661HuRIRR2RYh,tutoring,Science
reco661HuRIRR2RYh,tutoring,English/Language Arts
reco661HuRIRR2RYh,tutoring,Math
reco661HuRIRR2RYh,tutoring,Foreign Language
recoHZUoveQkwnErU,therapy,Occupational
recoHZUoveQkwnErU,therapy,Speech
recoYHffG0rdebREM,therapy,Speech
recogMilYeR2oB2RD,tutoring,Math
recogMilYeR2oB2RD,tutoring,English/Language Arts
recogMilYeR2oB2RD,tutoring,Social Studies/Humanities
recogMilYeR2oB2RD,tutoring,Science
recoxOwaFo9y7S3gC,therapy,Behavioral
recpRpRRdjb4EypNU,enrichment,Neurodivergent-Focused
recpVFlFnZMgpRrb1,enrichment,Neurodivergent-Focused
recpVFlFnZMgpRrb1,tutoring,Neurodivergent-Focused
recpgBwvcslruHs8m,tutoring,English/Language Arts
recpgBwvcslruHs8m,tutoring,Math
recpgBwvcslruHs8m,tutoring,Science
recpgBwvcslruHs8m,tutoring,Foreign Language
recpx4JR4dIixJsqj,tutoring,Neurodivergent-Focused
recpx4JR4dIixJsqj,tutoring,English/Language Arts
recqYN7NwZW2nO5QF,therapy,Behavioral
recqaeO3UseAykj8O,curriculum,Educational Software
recqaeO3UseAykj8O,curriculum,English/Language Arts
recqaeO3UseAykj8O,curriculum,Phonics
recqqeX3oydvy6Ut1,classes,English/Language Arts
recqqeX3oydvy6Ut1,classes,Math
recqqeX3oydvy6Ut1,tutoring,Math
recqqeX3oydvy6Ut1,tutoring,English/Language Arts
recr6jGqIPfYCCgCM,therapy,Speech
recr6jGqIPfYCCgCM,therapy,Physical
recr6jGqIPfYCCgCM,therapy,Occupational
recrVQ9BOwKOJ40tU,tutoring,English/Language Arts
recrVQ9BOwKOJ40tU,tutoring,Math
recrhYMdfX8j0ybVa,therapy,Behavioral
recriSDoBDg9Iktrg,enrichment,Life Skills & Career Prep
recrjt2AmcacPuoXg,therapy,Dyslexia/Dsygraphia
recrl6vQ4efgqI9b0,therapy,Dyslexia/Dsygraphia
recrl6vQ4efgqI9b0,therapy,Speech
recrlh5kRgiZHWfXT,therapy,Dyslexia/Dsygraphia
recrvFqXlHsZN2GxV,tutoring,Neurodivergent-Focused
recrvFqXlHsZN2GxV,tutoring,Math
recrvFqXlHsZN2GxV,tutoring,English/Language Arts
recs1xbX3kAeGBoKI,supplies,Science Supplies
recs1xbX3kAeGBoKI,supplies,Technology
recs1xbX3kAeGBoKI,supplies,Art Supplies
recsSnCgRxQ99xHb0,tutoring,Neurodivergent-Focused
recsSnCgRxQ99xHb0,tutoring,Math
recsSnCgRxQ99xHb0,tutoring,English/Language Arts
recsSnCgRxQ99xHb0,tutoring,Science
recsT5RGuXGnqhlFv,tutoring,English/Language Arts
recsT5RGuXGnqhlFv,tutoring,Math
recsWqJQrKa4RHGfD,tutoring,Math
recsWqJQrKa4RHGfD,tutoring,English/Language Arts
recsdsAFeybA6EVnW,tutoring,Math
recsdsAFeybA6EVnW,tutoring,English/Language Arts
recsjdV63lupx1T18,curriculum,Self-Paced Courses
recspggXNJV48mueo,tutoring,English/Language Arts
recspggXNJV48mueo,tutoring,Neurodivergent-Focused
recspggXNJV48mueo,tutoring,Social Studies/Humanities
recspggXNJV48mueo,tutoring,Science
recspggXNJV48mueo,tutoring,Math
recssZau7PITXULqT,enrichment,Kits & Subscriptions
recssZau7PITXULqT,enrichment,Technology
recssZau7PITXULqT,enrichment,Science & STEM
recssZau7PITXULqT,supplies,School Supplies
recssZau7PITXULqT,supplies,Technology
recssZau7PITXULqT,curriculum,Books & Workbooks
rect1D9UZ0EUV27nT,curriculum,Neurodivergent-Focused
rect6zRVqmOQpCcCO,therapy,Dyslexia/Dsygraphia
rect6zRVqmOQpCcCO,tutoring,English/Language Arts
rectJn34BSs02fNKB,therapy,Behavioral
recu58G5vHWG8oUh9,therapy,Dyslexia/Dsygraphia
recu58G5vHWG8oUh9,therapy,ADHD/Executive Function
recu58G5vHWG8oUh9,therapy,Other Therapy
recu58G5vHWG8oUh9,tutoring,English/Language Arts
recu58G5vHWG8oUh9,tutoring,Math
recuVoHd0FnXOatES,enrichment,Fitness
recuVoHd0FnXOatES,curriculum,Phonics
recuVoHd0FnXOatES,curriculum,Online Learning Platform
recuVoHd0FnXOatES,curriculum,Educational Software
recuVoHd0FnXOatES,curriculum,Science
recuVoHd0FnXOatES,curriculum,English/Language Arts
recuVoHd0FnXOatES,classes,Math
recuVoHd0FnXOatES,classes,English/Language Arts
recuVoHd0FnXOatES,classes,Science
recuhk7NRUK7cpOtK,therapy,Dyslexia/Dsygraphia
recv13FL7lydIEeu6,therapy,Speech
recvijDcLhscl8trj,therapy,Behavioral
recvijDcLhscl8trj,therapy,Autism Support
recvijDcLhscl8trj,therapy,ADHD/Executive Function
recvlCg6OA1eVanzL,therapy,Occupational
recvlCg6OA1eVanzL,therapy,Physical
recvlCg6OA1eVanzL,therapy,Speech
recvq5e2H1ZWBR3qz,enrichment,Kits & Subscriptions
recvq5e2H1ZWBR3qz,enrichment,Science & STEM
recvq5e2H1ZWBR3qz,enrichment,Technology
recvq5e2H1ZWBR3qz,curriculum,Science
recwCq0zBE7595SUb,therapy,Occupational
recwCq0zBE7595SUb,therapy,Speech
recwG8LdsAHCSKkFO,supplies,Educational App
recwKCxgyKgtbTfFB,therapy,Behavioral
recwQfbiuSh3clOkf,tutoring,Science
recwQfbiuSh3clOkf,tutoring,English/Language Arts
recwgyVHJoZDWf3Kz,tutoring,Social Studies/Humanities
recwgyVHJoZDWf3Kz,tutoring,Science
recwgyVHJoZDWf3Kz,tutoring,English/Language Arts
recwgyVHJoZDWf3Kz,tutoring,Math
recwgyVHJoZDWf3Kz,tutoring,Foreign Language
recwl3QgSS7z9qKyH,curriculum,Self-Paced Courses
recwl3QgSS7z9qKyH,curriculum,English/Language Arts
recwl3QgSS7z9qKyH,tutoring,English/Language Arts
recwl3QgSS7z9qKyH,tutoring,Math
recwm7NBPAadIjljW,curriculum,English/Language Arts
recwm7NBPAadIjljW,classes,Foreign Language
recwm7NBPAadIjljW,classes,Math
recwm7NBPAadIjljW,classes,Science
recwm7NBPAadIjljW,classes,Social Studies
recwm7NBPAadIjljW,classes,English/Language Arts
recwm7NBPAadIjljW,tutoring,Social Studies/Humanities
recwm7NBPAadIjljW,tutoring,Science
recwm7NBPAadIjljW,tutoring,English/Language Arts
recwm7NBPAadIjljW,tutoring,Math
recwm7NBPAadIjljW,tutoring,Foreign Language
recx3Q008yD2HVsoy,tutoring,Math
recxLBKVtAy7CciIi,therapy,Occupational
recxLBKVtAy7CciIi,therapy,Physical
recxLBKVtAy7CciIi,therapy,Speech
recxR4SCna8ABsU2K,therapy,Dyslexia/Dsygraphia
recxapSyKFDV2Sn0j,tutoring,Foreign Language
recxvqIJ1EnRyrPJb,enrichment,Cooking
recxvqIJ1EnRyrPJb,enrichment,Music
recxvqIJ1EnRyrPJb,enrichment,Life Skills & Career Prep
recxvqIJ1EnRyrPJb,enrichment,Neurodivergent-Focused
recxvqIJ1EnRyrPJb,enrichment,Science & STEM
recxvqIJ1EnRyrPJb,curriculum,Self-Paced Courses
recxvqIJ1EnRyrPJb,curriculum,Neurodivergent-Focused
recxwubwxpnsvjOjj,tutoring,Math
recxwubwxpnsvjOjj,tutoring,English/Language Arts
recyCOYafD70vdgb9,tutoring,Neurodivergent-Focused
recyCOYafD70vdgb9,tutoring,Math
recyCOYafD70vdgb9,tutoring,English/Language Arts
recyJag43CA7RdVOx,therapy,Dyslexia/Dsygraphia
recyJag43CA7RdVOx,classes,English/Language Arts
recyJag43CA7RdVOx,tutoring,English/Language Arts
recyJag43CA7RdVOx,tutoring,Neurodivergent-Focused
recyNSJsk1uWHTjas,therapy,Occupational
recyNSJsk1uWHTjas,therapy,Physical
recyNSJsk1uWHTjas,therapy,Speech
recyQ7PdbzcQSnsge,tutoring,Math
recyV59BDBWMjh7VO,therapy,Occupational
recyV59BDBWMjh7VO,therapy,Behavioral
recyV59BDBWMjh7VO,therapy,Speech
recyXlXEMRddAJTnI,tutoring,Math
recyXlXEMRddAJTnI,tutoring,English/Language Arts
recyXlXEMRddAJTnI,tutoring,Social Studies/Humanities
recyXlXEMRddAJTnI,tutoring,Science
recyebaXJvqdW38OC,therapy,Behavioral
recyh9iOjAwTxWlkS,therapy,Speech
recyikItRbld60R3w,tutoring,Math
recynBRv7C4ugO7lV,tutoring,Math
recypzAvIrMqfAsH5,therapy,Behavioral
recypzAvIrMqfAsH5,therapy,Autism Support
recypzAvIrMqfAsH5,therapy,ADHD/Executive Function
recywUZqux77A34Pl,enrichment,Music
recywUZqux77A34Pl,tutoring,Social Studies/Humanities
recywUZqux77A34Pl,tutoring,Science
recywUZqux77A34Pl,tutoring,English/Language Arts
recywUZqux77A34Pl,tutoring,Math
recywUZqux77A34Pl,tutoring,Foreign Language
recyzVvFEcGWaQ2dT,therapy,Behavioral
recz9NHPcT3RwUl9N,tutoring,Math
reczSGDlIZ212AkbU,tutoring,Social Studies/Humanities
reczSGDlIZ212AkbU,tutoring,Science
reczSGDlIZ212AkbU,tutoring,English/Language Arts
reczSGDlIZ212AkbU,tutoring,Math
reczSGDlIZ212AkbU,tutoring,Foreign Language
reczV35UXGYVcNkcO,therapy,Autism Support
reczhNQ1kmt2Ogw05,tutoring,Math
recziWDFrsBvi3Nw5,tutoring,Neurodivergent-Focused
recziWDFrsBvi3Nw5,tutoring,Math
recziWDFrsBvi3Nw5,tutoring,English/Language Arts
reczoxVYhhU0SNqDC,tutoring,English/Language Arts
reczoxVYhhU0SNqDC,tutoring,Math
reczrUj5uJXx4JJ6S,enrichment,Science & STEM
reczuqR9Tn4qBV5Be,therapy,Occupational
reczuqR9Tn4qBV5Be,therapy,Dyslexia/Dsygraphia
reczuqR9Tn4qBV5Be,therapy,Speech
